insurance_id,payer_name,payer_type
INS-6BH6FP,"Smith, Cole and Rodgers",Insurance
INS-O4735M,"Richard, Floyd and Villanueva",Government
INS-DFX01D,"Thomas, Blake and Harding",Insurance
INS-V2IQUN,,Government
INS-MPN04W,Walker-Bates,Government
INS-VH069W,"Smith, Cole and Rodgers",Insurance
INS-4K9NQC,Peterson-Williams,Government
INS-CPJPOC,"Sanchez, Shaffer and Watson",Insurance
INS-OWXCEJ,Lee and Sons,Government
INS-R79UFB,Peterson-Williams,Government
INS-6PKBFJ,Jackson-Hubbard,Government
INS-TWNP9K,"Anderson, Oconnell and Yates",Government
INS-VXW6Y7,Shaw-Jacobs,Insurance
INS-HS9GQE,"Anderson, Oconnell and Yates",Insurance
INS-ISRTEP,"Thomas, Blake and Harding",Insurance
INS-IK54QH,,Insurance
INS-LL07CS,"Anderson, Oconnell and Yates",Government
INS-ROO4QZ,"Lopez, Johnson and Myers",Insurance
INS-9L7E7G,"Sanchez, Shaffer and Watson",Insurance
INS-CQ6GXF,"Johnson, Mcintyre and Garrett",Government
INS-NOREG258,"Lopez, Johnson and Myers",Insurance
INS-7BSLWU,"Smith, Cole and Rodgers",Insurance
INS-6EJK4G,Peterson-Williams,Insurance
INS-CXDX1Y,Lee and Sons,Insurance
INS-NOREG259,,Government
INS-E7IN56,Brooks-Johnson,Insurance
INS-9RDPOB,Walsh-Thomas,Insurance
INS-V74MVA,"Andrade, Gilbert and Cook",Insurance
INS-XSE0H8,Day Group,Government
INS-5Y8F1R,Jackson-Hubbard,Insurance
INS-YT6RQA,Shaw-Jacobs,Insurance
INS-Y22B13,Robbins Ltd,Government
INS-FLZNR6,"Thomas, Blake and Harding",Government
INS-EPUXLI,,Government
INS-JDXDFI,Fowler-Smith,Insurance
INS-CNJSCN,"Johnson, Mcintyre and Garrett",Insurance
INS-JU1H7U,Lee and Sons,Insurance
INS-5CKKV6,Day Group,Government
INS-PKFRRC,"Thomas, Blake and Harding",Insurance
INS-148C3C,"Anderson, Oconnell and Yates",Government
INS-Z4YFJ8,"Thomas, Blake and Harding",Insurance
INS-J8G7H6,Chang Inc,Insurance
INS-U1VOSU,Lee and Sons,Government
INS-XHHRB4,Shaw-Jacobs,Insurance
INS-XZXHKH,,Government
INS-PBHYZZ,Fowler-Smith,Government
INS-KTKZI6,,Government
INS-3S2LLS,Lee and Sons,Government
INS-0MPS68,Robbins Ltd,Insurance
INS-5IV58V,"Lopez, Johnson and Myers",Government
INS-YATPX7,Chang Inc,Government
INS-CUPOG9,"Andrade, Gilbert and Cook",Government
INS-SZ4T5H,"Richard, Floyd and Villanueva",Insurance
INS-30U2XY,Peterson-Williams,Insurance
INS-MJGUBF,"Richard, Floyd and Villanueva",Insurance
INS-FWUMO4,Peterson-Williams,Insurance
INS-WXTBBT,Gonzalez Group,Government
INS-CUF5CU,Lee and Sons,Government
INS-3IJ8O5,Flores-Allen,Insurance
INS-XBP5XM,"Richard, Floyd and Villanueva",Government
INS-6Y5WHF,Day Group,Government
INS-64R8OT,"Smith, Cole and Rodgers",Insurance
INS-ZCS3C9,Brooks-Johnson,Insurance
INS-RD0C72,Henson Group,Insurance
INS-NOREG260,Peterson-Williams,Insurance
INS-JM7ZK0,"Lopez, Johnson and Myers",Insurance
INS-VVJDBM,"Smith, Cole and Rodgers",Insurance
INS-A886HI,Walsh-Thomas,Government
INS-9QQ9VF,"Thomas, Blake and Harding",Insurance
INS-UVEHCQ,,Government
INS-4V4YW8,Martinez-Burnett,Government
INS-OYO5YB,Flores-Allen,Government
INS-5C9A3L,Chang Inc,Government
INS-LU9348,"Sanchez, Shaffer and Watson",Government
INS-NOREG261,Martinez-Burnett,Government
INS-9B8MB0,"Andrade, Gilbert and Cook",Insurance
INS-M51WHL,Henson Group,Government
INS-24I5WW,Fowler-Smith,Insurance
INS-08S31K,"Sanchez, Shaffer and Watson",Government
INS-1BGVZ0,Wood Inc,Insurance
INS-BKEG0L,Walsh-Thomas,Government
INS-006FOD,Robbins Ltd,Government
INS-U3EGG3,"Anderson, Oconnell and Yates",Insurance
INS-7Z45W2,Gonzalez Group,Government
INS-3MFIY2,Robbins Ltd,Insurance
INS-U471O9,Shaw-Jacobs,Insurance
INS-Y9OG9B,Lee and Sons,Government
INS-JTNAM2,Lee and Sons,Insurance
INS-ZEIHJ8,Brooks-Johnson,Government
INS-NRCS5D,"Johnson, Mcintyre and Garrett",Government
INS-X5AFMB,"Smith, Cole and Rodgers",Government
INS-NOREG262,"Johnson, Mcintyre and Garrett",Insurance
INS-QZ16M8,"Anderson, Oconnell and Yates",Government
INS-IT510T,"Sanchez, Shaffer and Watson",Government
INS-G7DB86,"Lopez, Johnson and Myers",Government
INS-GFU6HS,,Government
INS-NOREG263,"Lopez, Johnson and Myers",Insurance
INS-2Z85GG,Walker-Bates,Government
INS-I1R4S6,Walsh-Thomas,Insurance
INS-AGSUZ5,Walker-Bates,Insurance
INS-ORZRWB,"Johnson, Mcintyre and Garrett",Insurance
INS-D6KG8E,"Anderson, Oconnell and Yates",Insurance
INS-HDI3I6,Martinez-Burnett,Insurance
INS-V9Y1JE,Robbins Ltd,Insurance
INS-4TED0T,Flores-Allen,Insurance
INS-Z3DRLJ,Flores-Allen,Insurance
INS-0B53M7,Chang Inc,Insurance
INS-XC17QD,"Richard, Floyd and Villanueva",Insurance
INS-NG53OK,Walker-Bates,Insurance
INS-EJ6E7Q,Walsh-Thomas,Insurance
INS-WOJ2I4,Lee and Sons,Government
INS-RJ1R6B,"Richard, Floyd and Villanueva",Government
INS-57WMSG,Brooks-Johnson,Insurance
INS-D41AXP,"Thomas, Blake and Harding",Insurance
INS-Z07SOX,Peterson-Williams,Government
INS-V4RNI4,Shaw-Jacobs,Insurance
INS-S7RVU7,Shaw-Jacobs,Insurance
INS-A475QW,"Anderson, Oconnell and Yates",Government
INS-9LSCFM,Day Group,Government
INS-99RR44,"Lopez, Johnson and Myers",Insurance
INS-U3ZS4Y,Merritt-Flynn,Insurance
INS-NOREG264,"Anderson, Oconnell and Yates",Insurance
INS-WYVMAE,"Richard, Floyd and Villanueva",Insurance
INS-98AVR2,Merritt-Flynn,Insurance
INS-L6BCYJ,,Insurance
INS-07VPBM,"Lopez, Johnson and Myers",Insurance
INS-6BF3PA,"Smith, Cole and Rodgers",Government
INS-7ZFGE1,"Lopez, Johnson and Myers",Insurance
INS-NOREG265,Walsh-Thomas,Insurance
INS-IKEIO5,"Smith, Cole and Rodgers",Government
INS-0PV6M4,,Government
INS-SX35H5,Walsh-Thomas,Government
INS-IN8WK8,"Johnson, Mcintyre and Garrett",Insurance
INS-3VMQJY,Walker-Bates,Government
INS-Z7TYXU,"Lopez, Johnson and Myers",Insurance
INS-WUKLXR,"Anderson, Oconnell and Yates",Insurance
INS-R99MO1,Day Group,Insurance
INS-20E6BN,Flores-Allen,Government
INS-6ADEHB,Lee and Sons,Insurance
INS-HMZ09Y,"Johnson, Mcintyre and Garrett",Government
INS-OME7RD,Jackson-Hubbard,Insurance
INS-AIGRWL,Peterson-Williams,Government
INS-3WRC3O,"Thomas, Blake and Harding",Insurance
INS-CGT4FN,,Insurance
INS-IW0SUV,"Andrade, Gilbert and Cook",Government
INS-RAVHM0,"Smith, Cole and Rodgers",Government
INS-R4J4OA,Gonzalez Group,Government
INS-JRQSBB,Robbins Ltd,Insurance
INS-5U51JI,Martinez-Burnett,Insurance
INS-NOREG266,Brooks-Johnson,Insurance
INS-CSB1XU,Day Group,Insurance
INS-TBRNZA,Shaw-Jacobs,Government
INS-NOREG267,Merritt-Flynn,Government
INS-NOREG268,,Self-pay
INS-38CBTA,Merritt-Flynn,Insurance
INS-NOREG269,Shaw-Jacobs,Insurance
INS-X8CEE7,Shaw-Jacobs,Insurance
INS-ZQ56MO,Henson Group,Government
INS-0VMMVA,"Andrade, Gilbert and Cook",Government
INS-PWFORR,Henson Group,Insurance
INS-NOREG270,,Self-pay
INS-BRV9Q9,Lee and Sons,Insurance
INS-ALG9LW,Jackson-Hubbard,Insurance
INS-M2V7GZ,Gonzalez Group,Insurance
INS-K0TVCA,Shaw-Jacobs,Insurance
INS-LYY9FM,"Thomas, Blake and Harding",Insurance
INS-T0M7YN,Fowler-Smith,Government
INS-KK9PX2,Jackson-Hubbard,Government
INS-JIVLQY,Walker-Bates,Government
INS-MAGPK7,Flores-Allen,Government
INS-SMO778,Wood Inc,Government
INS-ETZERA,Henson Group,Government
INS-TM9RXI,"Johnson, Mcintyre and Garrett",Insurance
INS-RCUJ8S,Henson Group,Government
INS-HKXKWQ,Lee and Sons,Government
INS-V6DGMW,Henson Group,Insurance
INS-KNJK7T,"Anderson, Oconnell and Yates",Insurance
INS-U10VSS,Day Group,Insurance
INS-XDCIMP,"Sanchez, Shaffer and Watson",Government
INS-CUTTZH,Martinez-Burnett,Government
INS-PRKLU0,Chang Inc,Insurance
INS-JY1KSE,Wood Inc,Insurance
INS-YXKQPT,"Andrade, Gilbert and Cook",Insurance
INS-S1LCTC,Wood Inc,Insurance
INS-7VTFIX,Shaw-Jacobs,Government
INS-WOHG58,"Johnson, Mcintyre and Garrett",Insurance
INS-NOREG271,"Anderson, Oconnell and Yates",Government
INS-XSRHBF,Gonzalez Group,Insurance
INS-3TXGIH,Fowler-Smith,Government
INS-92M7K6,Henson Group,Insurance
INS-SU2A5Q,Lee and Sons,Insurance
INS-NOREG272,,Self-pay
INS-HJFG0A,Jackson-Hubbard,Insurance
INS-RI90GZ,Walker-Bates,Insurance
INS-90SPW2,Chang Inc,Insurance
INS-Z0HK3E,Wood Inc,Government
INS-KMLSH4,,Government
INS-0RZBZZ,"Sanchez, Shaffer and Watson",Insurance
INS-73KMN7,Merritt-Flynn,Insurance
INS-PM4SWY,Henson Group,Government
INS-NOREG273,"Johnson, Mcintyre and Garrett",Insurance
INS-SBAV0E,Gonzalez Group,Government
INS-C4NCQ2,Fowler-Smith,Insurance
INS-0KTCLL,Martinez-Burnett,Government
INS-D7E6C5,Shaw-Jacobs,Government
INS-2SGWFR,Walsh-Thomas,Insurance
INS-QO3Q2O,Walker-Bates,Government
INS-6ENIHT,"Smith, Cole and Rodgers",Insurance
INS-2UUTBN,Henson Group,Government
INS-4Q5LRD,Chang Inc,Government
INS-6JY8VH,Martinez-Burnett,Government
INS-L41221,Wood Inc,Insurance
INS-T0EARO,Chang Inc,Insurance
INS-NOREG274,,Self-pay
INS-7STETS,Fowler-Smith,Insurance
INS-UUJWSM,"Sanchez, Shaffer and Watson",Government
INS-C1HKWD,Gonzalez Group,Insurance
INS-2U21R9,Chang Inc,Insurance
INS-ZRV9L2,,Government
INS-FF3M9A,"Johnson, Mcintyre and Garrett",Insurance
INS-ADSYL0,"Richard, Floyd and Villanueva",Government
INS-J0NJUC,Martinez-Burnett,Insurance
INS-T6EV9Y,Wood Inc,Insurance
INS-HBV4DT,Merritt-Flynn,Insurance
INS-XVSRZ3,Robbins Ltd,Government
INS-8IVB99,Walker-Bates,Insurance
INS-G8OXF3,Wood Inc,Government
INS-HR7Q29,Martinez-Burnett,Insurance
INS-2260OI,"Thomas, Blake and Harding",Insurance
INS-21P727,"Johnson, Mcintyre and Garrett",Insurance
INS-KI1HHB,Merritt-Flynn,Government
INS-3DSHPX,Henson Group,Government
INS-OVG7QY,Shaw-Jacobs,Government
INS-3R9WKZ,Walker-Bates,Government
INS-2AXOW7,Henson Group,Government
INS-D586LK,"Richard, Floyd and Villanueva",Insurance
INS-AEYED6,Martinez-Burnett,Government
INS-WGD9RB,Jackson-Hubbard,Government
INS-BH9VHD,"Johnson, Mcintyre and Garrett",Government
INS-Q7ALUV,Martinez-Burnett,Insurance
INS-FWOL9J,Gonzalez Group,Insurance
INS-8W6HL0,Lee and Sons,Insurance
INS-KXP0NN,Walker-Bates,Insurance
INS-QJU60W,Brooks-Johnson,Insurance
INS-9ST708,Shaw-Jacobs,Government
INS-3X7AAF,,Insurance
INS-D4SHK5,Henson Group,Insurance
INS-GD13DT,Henson Group,Insurance
INS-F24V5H,Henson Group,Government
INS-B53JT6,"Smith, Cole and Rodgers",Insurance
INS-Y43M8X,Robbins Ltd,Government
INS-NOREG275,"Lopez, Johnson and Myers",Government
INS-0TP5LU,Walsh-Thomas,Insurance
INS-NOREG276,,Self-pay
INS-VNK7QT,"Smith, Cole and Rodgers",Insurance
INS-OEJD5B,Wood Inc,Insurance
INS-X5BWQI,"Anderson, Oconnell and Yates",Insurance
INS-NOREG277,Henson Group,Government
INS-S9JUAB,"Anderson, Oconnell and Yates",Government
INS-78F9I9,Walker-Bates,Insurance
INS-TT7XAP,Lee and Sons,Insurance
INS-3IMWZU,Martinez-Burnett,Insurance
INS-CHBIMK,Jackson-Hubbard,Insurance
INS-NOREG278,Gonzalez Group,Government
INS-NOREG279,Merritt-Flynn,Government
INS-TR3NPH,"Smith, Cole and Rodgers",Insurance
INS-5LQMK7,Henson Group,Government
INS-YWGGLN,Walsh-Thomas,Insurance
INS-NOREG280,Day Group,Insurance
INS-IAW5LF,Wood Inc,Insurance
INS-KAI5BG,Chang Inc,Insurance
INS-R4UDPY,Robbins Ltd,Insurance
INS-E3IWNA,,Insurance
INS-NOREG281,,Self-pay
INS-PMPWM9,Fowler-Smith,Government
INS-D1O0CG,"Johnson, Mcintyre and Garrett",Government
INS-ZO85KN,Brooks-Johnson,Insurance
INS-JKTLNQ,Lee and Sons,Government
INS-R88ODT,Merritt-Flynn,Government
INS-6WBV6G,Henson Group,Insurance
INS-WLYWGI,,Insurance
INS-YPGJ0R,Gonzalez Group,Government
INS-KXRE99,Merritt-Flynn,Government
INS-U6RNXD,"Johnson, Mcintyre and Garrett",Insurance
INS-O5CVTD,Fowler-Smith,Government
INS-SED3RO,Flores-Allen,Insurance
INS-43WD5U,"Sanchez, Shaffer and Watson",Insurance
INS-L4SUJ3,"Anderson, Oconnell and Yates",Government
INS-PSMY18,Walker-Bates,Insurance
INS-B1Z6CL,Martinez-Burnett,Government
INS-4Z70UL,Walsh-Thomas,Government
INS-ZCL8D3,"Anderson, Oconnell and Yates",Insurance
INS-AWTR7M,Wood Inc,Government
INS-5XV8KQ,"Johnson, Mcintyre and Garrett",Insurance
INS-IV4LCW,Walsh-Thomas,Insurance
INS-KACXXA,Jackson-Hubbard,Government
INS-D6O40D,Martinez-Burnett,Government
INS-KTMDRF,Merritt-Flynn,Government
INS-9OLE5E,Peterson-Williams,Government
INS-NOREG282,,Self-pay
INS-IJ3U5X,Flores-Allen,Insurance
INS-LKPEGN,Chang Inc,Insurance
INS-LY4I67,Shaw-Jacobs,Government
INS-Q5MN72,Robbins Ltd,Government
INS-NOREG283,"Smith, Cole and Rodgers",Insurance
INS-W347DF,,Government
INS-TKM6BZ,"Richard, Floyd and Villanueva",Insurance
INS-9IK371,Shaw-Jacobs,Government
INS-NOREG284,"Smith, Cole and Rodgers",Government
INS-XIWTMT,Chang Inc,Insurance
INS-5BWVC4,"Smith, Cole and Rodgers",Insurance
INS-NOREG285,"Sanchez, Shaffer and Watson",Insurance
INS-NPQRI8,"Sanchez, Shaffer and Watson",Insurance
INS-BZTQRK,Shaw-Jacobs,Government
INS-IUMQLW,Gonzalez Group,Government
INS-28JIKX,Henson Group,Government
INS-4SY9XH,"Andrade, Gilbert and Cook",Insurance
INS-21JXDD,Shaw-Jacobs,Government
INS-JK98FU,Walker-Bates,Insurance
INS-EJAQ3Z,Day Group,Insurance
INS-BQU65S,"Lopez, Johnson and Myers",Insurance
INS-8CAPY4,Robbins Ltd,Government
INS-MXQ5LQ,"Lopez, Johnson and Myers",Insurance
INS-NOREG286,,Self-pay
INS-BGG5LR,Fowler-Smith,Government
INS-JAE6RP,Lee and Sons,Insurance
INS-8ERQ3Q,Merritt-Flynn,Insurance
INS-YT2BY5,Jackson-Hubbard,Government
INS-BR8JAW,"Smith, Cole and Rodgers",Insurance
INS-6JMZCF,Chang Inc,Insurance
INS-OE6ARS,Walsh-Thomas,Government
INS-Q0337S,Robbins Ltd,Insurance
INS-9K5UX3,,Government
INS-HR3ZQH,Gonzalez Group,Insurance
INS-NOREG287,Chang Inc,Insurance
INS-YBXI03,Walker-Bates,Insurance
INS-X9BKCE,Brooks-Johnson,Insurance
INS-3G6GNJ,Merritt-Flynn,Government
INS-NOREG288,Wood Inc,Insurance
INS-WPZOSO,,Insurance
INS-NOREG289,Walker-Bates,Government
INS-NOREG290,Walsh-Thomas,Insurance
INS-XSFAB2,Martinez-Burnett,Government
INS-MQVIPB,Henson Group,Insurance
INS-0SQ6DL,Flores-Allen,Insurance
INS-HNPO9J,Merritt-Flynn,Insurance
INS-WW73EP,Peterson-Williams,Insurance
INS-0U6CXZ,"Andrade, Gilbert and Cook",Insurance
INS-KPPHJ9,Robbins Ltd,Government
INS-CT8SU4,Robbins Ltd,Government
INS-GMNZQK,"Andrade, Gilbert and Cook",Insurance
INS-NOREG291,Gonzalez Group,Government
INS-8QGRC5,Fowler-Smith,Government
INS-Z5H91D,Lee and Sons,Government
INS-C0RCSR,,Government
INS-4VOB5R,"Lopez, Johnson and Myers",Government
INS-KAGIIS,Robbins Ltd,Government
INS-H5JQ6G,Chang Inc,Insurance
INS-2CPPUS,Gonzalez Group,Insurance
INS-PC43QH,Henson Group,Insurance
INS-2CKRO8,"Sanchez, Shaffer and Watson",Government
INS-WZNER4,,Insurance
INS-XOZ0OS,"Richard, Floyd and Villanueva",Insurance
INS-4C00M9,"Sanchez, Shaffer and Watson",Government
INS-YIQCA7,Martinez-Burnett,Insurance
INS-BMQSYT,Walsh-Thomas,Insurance
INS-9VX5FJ,Merritt-Flynn,Government
INS-H0JT1I,Walker-Bates,Insurance
INS-BT5LQP,Walker-Bates,Government
INS-6S0DMT,Merritt-Flynn,Government
INS-VB87CA,Jackson-Hubbard,Government
INS-RCU3JM,"Smith, Cole and Rodgers",Government
INS-4OX272,Robbins Ltd,Insurance
INS-D0MSWG,Flores-Allen,Government
INS-Q80FJU,"Thomas, Blake and Harding",Government
INS-9A1K15,Henson Group,Insurance
INS-NOREG292,Peterson-Williams,Insurance
INS-BA0VQ3,Lee and Sons,Insurance
INS-BM16NB,"Lopez, Johnson and Myers",Insurance
INS-SB1C5D,"Anderson, Oconnell and Yates",Government
INS-NDRG7I,"Richard, Floyd and Villanueva",Government
INS-P24V4M,"Smith, Cole and Rodgers",Government
INS-AC4O8T,Shaw-Jacobs,Government
INS-QJ661Z,Robbins Ltd,Government
INS-YWVUNM,Walsh-Thomas,Insurance
INS-CNOMTG,Flores-Allen,Government
INS-6IW8RU,Walsh-Thomas,Government
INS-HQDNHN,Gonzalez Group,Government
INS-POCO0A,,Government
INS-V7A0OJ,"Lopez, Johnson and Myers",Government
INS-BXH6AS,Day Group,Insurance
INS-6UC477,Gonzalez Group,Insurance
INS-6VTXO0,Brooks-Johnson,Insurance
INS-BLYU3F,Chang Inc,Insurance
INS-NOREG293,,Self-pay
INS-WM6ZTS,Merritt-Flynn,Government
INS-5IJRR3,Martinez-Burnett,Insurance
INS-L56727,Lee and Sons,Insurance
INS-78P3EE,Walsh-Thomas,Insurance
INS-QPLYRW,Peterson-Williams,Insurance
INS-7OIXPN,Peterson-Williams,Insurance
INS-NOREG294,Jackson-Hubbard,Government
INS-2VY8QY,Gonzalez Group,Government
INS-2JFIXX,Henson Group,Government
INS-NOREG295,Wood Inc,Government
INS-M06HMP,"Richard, Floyd and Villanueva",Insurance
INS-JBGYZ0,Shaw-Jacobs,Government
INS-NOREG296,,Government
INS-75W2OV,"Johnson, Mcintyre and Garrett",Insurance
INS-ZNV38O,Day Group,Insurance
INS-G6U0W5,Flores-Allen,Government
INS-NOREG297,Brooks-Johnson,Government
INS-3RRHXP,"Lopez, Johnson and Myers",Government
INS-ONJWDS,Wood Inc,Government
INS-VU5VIM,Shaw-Jacobs,Government
INS-X7GWNR,Flores-Allen,Government
INS-L718KL,Peterson-Williams,Government
INS-WES91J,Day Group,Government
INS-UP6OL3,"Richard, Floyd and Villanueva",Government
INS-W5N2IP,"Anderson, Oconnell and Yates",Government
INS-MRSWQ0,"Sanchez, Shaffer and Watson",Insurance
INS-1SZH3N,Brooks-Johnson,Insurance
INS-EU7TUS,Brooks-Johnson,Insurance
INS-NOREG298,"Smith, Cole and Rodgers",Government
INS-04MKBG,"Andrade, Gilbert and Cook",Insurance
INS-S23VLC,Walker-Bates,Insurance
INS-FXE2J6,,Insurance
INS-O2HMJH,"Smith, Cole and Rodgers",Insurance
INS-NOREG299,Gonzalez Group,Insurance
INS-OZPT4R,"Thomas, Blake and Harding",Insurance
INS-WX4Z6L,Merritt-Flynn,Government
INS-PVI326,Martinez-Burnett,Insurance
INS-AX4HST,Day Group,Government
INS-MPZQN1,Walsh-Thomas,Government
INS-LXW22C,Gonzalez Group,Insurance
INS-8I21KU,Fowler-Smith,Insurance
INS-CTRH0Y,Jackson-Hubbard,Insurance
INS-NOREG300,,Self-pay
INS-TCUU23,Merritt-Flynn,Government
INS-0VV8Q3,Shaw-Jacobs,Insurance
INS-029UWF,Fowler-Smith,Insurance
INS-3VQEAN,"Sanchez, Shaffer and Watson",Government
INS-D5YYEA,Merritt-Flynn,Government
INS-S0T4B5,"Richard, Floyd and Villanueva",Government
INS-Y7651F,"Johnson, Mcintyre and Garrett",Insurance
INS-2S1M7P,Lee and Sons,Insurance
INS-QD8KQC,"Thomas, Blake and Harding",Government
INS-S65RMU,"Andrade, Gilbert and Cook",Insurance
INS-X1M712,Shaw-Jacobs,Government
INS-NOREG301,,Self-pay
INS-NOREG302,,Self-pay
INS-V0J5A2,"Andrade, Gilbert and Cook",Government
INS-GG7X03,Wood Inc,Government
INS-77RZN0,"Johnson, Mcintyre and Garrett",Government
INS-NOREG303,,Self-pay
INS-DR9W2A,Flores-Allen,Insurance
INS-EZXBYL,Jackson-Hubbard,Insurance
INS-NM3FM8,,Insurance
INS-WGGMS8,Walsh-Thomas,Insurance
INS-7708PD,Chang Inc,Government
INS-NOREG304,Shaw-Jacobs,Insurance
INS-E6CMJB,Shaw-Jacobs,Insurance
INS-A6QSYN,"Thomas, Blake and Harding",Insurance
INS-KXHTJN,Walsh-Thomas,Government
INS-LKKVJ9,Shaw-Jacobs,Government
INS-NOREG305,"Smith, Cole and Rodgers",Government
INS-MVGY40,"Lopez, Johnson and Myers",Insurance
INS-PT04M8,Jackson-Hubbard,Government
INS-NOREG306,Day Group,Insurance
INS-X4ZZQ3,"Johnson, Mcintyre and Garrett",Insurance
INS-7NT2RS,Walsh-Thomas,Insurance
INS-NOREG307,,Self-pay
INS-O2XP7J,Lee and Sons,Insurance
INS-P4UOLA,,Insurance
INS-SU6F9G,,Insurance
INS-SMGS2J,Gonzalez Group,Government
INS-0ZQHI1,"Lopez, Johnson and Myers",Insurance
INS-LTULWT,,Insurance
INS-Z27THS,Gonzalez Group,Insurance
INS-9OGJ75,"Anderson, Oconnell and Yates",Government
INS-NOREG308,,Self-pay
INS-EHR8K2,Lee and Sons,Government
INS-381HMR,Peterson-Williams,Government
INS-ENHQKF,Chang Inc,Insurance
INS-NOREG309,,Government
INS-QRS31I,Day Group,Government
INS-9044IW,"Sanchez, Shaffer and Watson",Government
INS-YM7S2O,Chang Inc,Insurance
INS-BJD8S0,Flores-Allen,Insurance
INS-1UDD7T,"Lopez, Johnson and Myers",Government
INS-TN0D0K,"Thomas, Blake and Harding",Insurance
INS-1WMAUN,"Richard, Floyd and Villanueva",Insurance
INS-5P5PK6,"Thomas, Blake and Harding",Insurance
INS-7EC8JZ,"Anderson, Oconnell and Yates",Government
INS-QKHNXZ,Brooks-Johnson,Government
INS-DI84V2,Walsh-Thomas,Insurance
INS-J516NX,Lee and Sons,Government
INS-JRN9II,Peterson-Williams,Insurance
INS-AAQYBL,"Sanchez, Shaffer and Watson",Insurance
INS-VOV28U,"Lopez, Johnson and Myers",Insurance
INS-RDMYC0,Fowler-Smith,Government
INS-EG7IP9,Walsh-Thomas,Government
INS-UUMDCC,,Insurance
INS-J588KV,,Government
INS-QAAO9I,Brooks-Johnson,Government
INS-LM5VYG,Shaw-Jacobs,Government
INS-ZNHD38,"Johnson, Mcintyre and Garrett",Insurance
INS-NOREG310,Gonzalez Group,Insurance
INS-S2R4BS,"Johnson, Mcintyre and Garrett",Government
INS-94XXD1,"Lopez, Johnson and Myers",Government
INS-P1F7UX,Fowler-Smith,Insurance
INS-B3G90B,Brooks-Johnson,Government
INS-EUBOR5,"Anderson, Oconnell and Yates",Insurance
INS-NOREG311,,Self-pay
INS-NOREG312,"Andrade, Gilbert and Cook",Insurance
INS-OU2BD7,Fowler-Smith,Insurance
INS-GQM07U,Jackson-Hubbard,Insurance
INS-UY06RL,"Thomas, Blake and Harding",Government
INS-PMGWUF,Wood Inc,Insurance
INS-XT9A9A,"Lopez, Johnson and Myers",Government
INS-QFCKL7,Peterson-Williams,Government
INS-5JOL4R,Flores-Allen,Government
INS-0Y1OLZ,Martinez-Burnett,Insurance
INS-8LA8R7,"Thomas, Blake and Harding",Insurance
INS-G54CQP,Chang Inc,Government
INS-5VMD2W,Wood Inc,Government
INS-14L71B,Robbins Ltd,Government
INS-ZJB2SS,"Smith, Cole and Rodgers",Government
INS-JDSY2E,Brooks-Johnson,Government
INS-R4HWUR,,Government
INS-WTXRMT,Merritt-Flynn,Insurance
INS-3GY0J8,Jackson-Hubbard,Insurance
INS-V7F447,Shaw-Jacobs,Government
INS-NOREG313,Walker-Bates,Insurance
INS-TRVXN1,Day Group,Government
INS-NOREG314,Henson Group,Government
INS-JVXNO8,Shaw-Jacobs,Insurance
INS-2K8CAQ,"Richard, Floyd and Villanueva",Insurance
INS-M6JBEL,Wood Inc,Government
INS-NXYPF7,Day Group,Insurance
INS-DR82XB,"Johnson, Mcintyre and Garrett",Government
INS-74S2XU,Day Group,Insurance
INS-TOS8S4,"Thomas, Blake and Harding",Insurance
INS-NOREG315,"Smith, Cole and Rodgers",Insurance
INS-NOREG316,"Thomas, Blake and Harding",Insurance
INS-TP10O0,Peterson-Williams,Government
INS-HBBCYL,Fowler-Smith,Government
INS-M2U3T5,"Johnson, Mcintyre and Garrett",Government
INS-2WTPDI,Lee and Sons,Insurance
INS-IAMR70,Fowler-Smith,Government
INS-BAEM33,"Andrade, Gilbert and Cook",Insurance
INS-NOREG317,"Anderson, Oconnell and Yates",Insurance
INS-ZV58UO,"Anderson, Oconnell and Yates",Insurance
INS-4V5YAB,Martinez-Burnett,Insurance
INS-UVPJYT,Walsh-Thomas,Insurance
INS-F1YVJ5,Martinez-Burnett,Insurance
INS-NOREG318,Martinez-Burnett,Government
INS-C4ZZZ0,Flores-Allen,Government
INS-GKN8PE,"Smith, Cole and Rodgers",Insurance
INS-YK1KWJ,Gonzalez Group,Insurance
INS-EZMFJD,Wood Inc,Insurance
INS-9SBN4A,Walsh-Thomas,Insurance
INS-SZJD8O,Peterson-Williams,Government
INS-ZL7YZU,Day Group,Insurance
INS-PG7KT2,Chang Inc,Insurance
INS-QNY78P,Gonzalez Group,Government
INS-4SFIBW,Day Group,Insurance
INS-UK1WUO,Chang Inc,Insurance
INS-BJSO16,Henson Group,Insurance
INS-WE4U4J,"Anderson, Oconnell and Yates",Government
INS-4URN8V,"Johnson, Mcintyre and Garrett",Government
INS-D68M7G,Day Group,Government
INS-RFOB5A,Robbins Ltd,Government
INS-RXZXKN,Walsh-Thomas,Government
INS-3BGKOM,"Sanchez, Shaffer and Watson",Insurance
INS-L12G0K,Martinez-Burnett,Government
INS-L75CF3,Jackson-Hubbard,Insurance
INS-TZ3JUN,"Johnson, Mcintyre and Garrett",Government
INS-NOREG319,Fowler-Smith,Insurance
INS-8IL1LG,Wood Inc,Government
INS-1Q1F7Y,Merritt-Flynn,Insurance
INS-UJ8XBA,Robbins Ltd,Insurance
INS-1T3HZK,,Government
